Order Id,Order Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub Category,Product Id,cost price,List Price,Quantity,Discount Percent
2697,2022-08-26,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Machines,TEC-MA-10003626,760,820,4,4
2698,2023-10-13,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Machines,TEC-MA-10002412,18110,22640,6,4
2699,2023-09-05,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,OFF-PA-10001804,20,20,4,2
2700,2022-04-28,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,OFF-AR-10003183,10,10,3,4
2701,2022-01-06,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10004270,30,30,2,3
2702,2022-04-22,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Fasteners,OFF-FA-10003112,20,20,3,3
2703,2022-09-07,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10001986,100,120,3,3
2704,2023-12-16,Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,OFF-PA-10002319,110,120,3,2
2705,2022-09-13,Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10002323,120,130,6,4
2706,2023-09-14,Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Supplies,OFF-SU-10001165,20,20,2,5
2707,2022-05-19,Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Paper,OFF-PA-10001246,20,20,3,2
2708,2023-02-07,Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Paper,OFF-PA-10001815,160,190,4,5
2709,2023-01-09,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10001876,200,230,7,2
2710,2023-04-30,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,TEC-MA-10000488,1650,1920,3,3
2711,2023-04-08,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10001098,10,10,2,5
2712,2022-08-27,First Class,Corporate,United States,Lakewood,Ohio,44107,East,Furniture,Furnishings,FUR-FU-10003577,50,50,4,5
2713,2022-11-28,Second Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Art,OFF-AR-10002656,50,60,9,2
2714,2022-08-04,Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South,Technology,Phones,TEC-PH-10004531,260,300,3,5
2715,2023-11-13,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,OFF-AR-10003251,10,10,5,5
2716,2023-03-20,Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10000673,120,130,2,5
2717,2022-07-31,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Technology,Accessories,TEC-AC-10000158,70,70,2,2
2718,2022-05-24,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10002075,320,380,3,4
2719,2022-09-20,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Office Supplies,Storage,OFF-ST-10004340,100,120,2,4
2720,2023-10-20,Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Furnishings,FUR-FU-10002759,20,20,3,4
2721,2022-02-04,Second Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Fasteners,OFF-FA-10000585,10,10,3,3
2722,2023-07-04,Second Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Appliances,OFF-AP-10004859,50,60,5,3
2723,2022-12-13,Second Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,OFF-ST-10001558,70,80,5,2
2724,2023-10-21,Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Labels,OFF-LA-10004689,10,10,5,2
2725,2023-01-07,Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Binders,OFF-BI-10002867,90,100,2,3
2726,2023-08-01,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10003811,310,360,5,5
2727,2022-07-08,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,FUR-TA-10000849,300,350,4,2
2728,2023-08-18,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,OFF-BI-10000848,0,0,1,2
2729,2023-02-16,First Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,Phones,TEC-PH-10003072,600,630,7,3
2730,2023-10-31,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,OFF-AR-10001547,10,10,3,3
2731,2022-04-17,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,TEC-AC-10001838,680,800,4,5
2732,2023-01-08,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,FUR-FU-10004017,100,110,1,4
2733,2023-11-04,Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Technology,Phones,TEC-PH-10002923,70,70,2,3
2734,2023-05-06,Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Office Supplies,Art,OFF-AR-10000716,10,10,1,5
2735,2022-09-04,Second Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Office Supplies,Paper,OFF-PA-10000249,40,50,4,3
2736,2023-04-24,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,TEC-PH-10003691,360,380,3,5
2737,2023-02-04,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,OFF-PA-10001560,40,40,7,3
2738,2022-07-23,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Bookcases,FUR-BO-10004467,270,300,3,3
2739,2022-11-12,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,TEC-PH-10001819,80,90,2,3
2740,2022-09-23,First Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Supplies,OFF-SU-10000157,400,480,4,3
2741,2022-10-31,First Class,Corporate,United States,Hoover,Alabama,35244,South,Technology,Accessories,TEC-AC-10004227,20,30,2,2
2742,2022-07-30,Second Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Envelopes,OFF-EN-10003134,50,50,5,5
2743,2023-01-10,Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,FUR-FU-10004671,40,40,2,4
2744,2023-08-31,Second Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10002253,220,260,6,5
2745,2022-04-23,Second Class,Corporate,United States,San Francisco,California,94122,West,Technology,Phones,TEC-PH-10002726,110,130,3,5
2746,2022-09-12,Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,TEC-AC-10004571,60,80,1,3
2747,2023-05-30,Standard Class,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,FUR-TA-10002228,590,700,3,3
2748,2023-02-27,Standard Class,Home Office,United States,Frisco,Texas,75034,Central,Technology,Accessories,TEC-AC-10004127,30,30,4,5
2749,2022-02-16,Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Binders,OFF-BI-10001553,10,10,3,3
2750,2022-06-22,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,FUR-CH-10002758,510,590,3,5
2751,2023-08-16,Second Class,Consumer,United States,Vacaville,California,95687,West,Office Supplies,Storage,OFF-ST-10000532,390,420,11,4
2752,2022-05-24,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,FUR-CH-10000988,180,230,2,2
2753,2022-12-14,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10003251,10,10,2,3
2754,2022-10-31,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,TEC-AC-10003174,290,320,3,2
2755,2022-11-13,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,TEC-PH-10002310,740,780,5,2
2756,2023-12-13,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,OFF-AP-10002651,1330,1450,5,3
2757,2022-10-30,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10001184,10,10,2,2
2758,2023-03-15,Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10002402,200,240,3,5
2759,2023-05-22,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,FUR-FU-10004270,70,80,4,2
2760,2022-06-16,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,OFF-ST-10001526,430,480,4,5
2761,2023-06-02,First Class,Home Office,United States,Murray,Utah,84107,West,Office Supplies,Paper,OFF-PA-10002893,40,50,5,4
2762,2022-04-08,First Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10003709,0,0,1,3
2763,2023-05-16,First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10001191,90,100,5,2
2764,2023-05-14,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10003166,10,10,3,3
2765,2022-08-06,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10003982,20,30,5,4
2766,2022-04-27,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,OFF-ST-10004835,10,10,2,2
2767,2022-12-12,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10000159,30,30,1,5
2768,2022-02-28,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,OFF-AP-10002945,1590,1920,8,5
2769,2023-07-18,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,OFF-AP-10001242,20,30,2,4
2770,2022-06-11,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,Accessories,TEC-AC-10003038,40,50,7,2
2771,2023-11-16,Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Technology,Accessories,TEC-AC-10003289,40,50,3,4
2772,2022-09-20,Standard Class,Consumer,United States,Waukesha,Wisconsin,53186,Central,Office Supplies,Storage,OFF-ST-10000918,50,50,5,5
2773,2022-09-15,First Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Furniture,Furnishings,FUR-FU-10001940,20,20,3,3
2774,2023-08-04,Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,OFF-BI-10002852,40,50,3,2
2775,2023-05-13,Standard Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,OFF-PA-10004451,10,10,2,2
2776,2022-10-19,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Storage,OFF-ST-10004804,140,150,3,3
2777,2022-09-06,Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Appliances,OFF-AP-10003971,60,60,7,5
2778,2023-01-22,Second Class,Consumer,United States,Bakersfield,California,93309,West,Furniture,Bookcases,FUR-BO-10003159,160,200,2,3
2779,2022-08-10,Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South,Furniture,Furnishings,FUR-FU-10001935,20,20,8,3
2780,2023-08-25,Standard Class,Corporate,United States,Pompano Beach,Florida,33068,South,Technology,Accessories,TEC-AC-10003433,0,0,3,4
2781,2023-05-13,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,OFF-LA-10004544,50,60,4,5
2782,2022-11-17,Standard Class,Consumer,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Art,OFF-AR-10001026,20,20,10,4
2783,2022-02-26,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Phones,TEC-PH-10001336,220,260,2,2
2784,2022-10-26,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10003187,20,20,2,3
2785,2022-10-29,Standard Class,Corporate,United States,Troy,Ohio,45373,East,Technology,Phones,TEC-PH-10004897,20,20,4,4
2786,2022-05-08,First Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,Chairs,FUR-CH-10004997,530,600,4,4
2787,2022-04-02,First Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Fasteners,OFF-FA-10002763,10,10,2,5
2788,2022-12-16,Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,Furnishings,FUR-FU-10001588,60,60,5,4
2789,2022-06-17,Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Office Supplies,Art,OFF-AR-10000940,20,20,7,4
2790,2023-04-30,Standard Class,Corporate,United States,Corpus Christi,Texas,78415,Central,Furniture,Furnishings,FUR-FU-10002759,30,40,5,3
2791,2023-09-07,First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,OFF-AP-10000358,30,30,2,4
2792,2022-06-04,First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Appliances,OFF-AP-10003281,40,40,3,4
2793,2022-06-27,First Class,Corporate,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,OFF-PA-10000029,10,10,1,5
2794,2023-09-24,Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Technology,Phones,TEC-PH-10001557,950,1080,14,5
2795,2022-12-29,Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Technology,Phones,TEC-PH-10000576,390,440,4,2
2796,2023-11-03,Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Office Supplies,Binders,OFF-BI-10002764,20,20,7,2
2797,2022-05-23,Standard Class,Corporate,United States,Redondo Beach,California,90278,West,Furniture,Bookcases,FUR-BO-10001337,290,310,3,3
2798,2022-05-18,Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Art,OFF-AR-10002257,10,10,4,2
2799,2023-08-22,Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,OFF-PA-10001019,40,40,2,4
2800,2022-03-20,Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,OFF-BI-10003364,130,150,5,2
2801,2022-12-07,First Class,Corporate,United States,Miami,Florida,33180,South,Technology,Phones,TEC-PH-10000984,620,780,5,5
2802,2022-06-23,First Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Art,OFF-AR-10001683,10,10,1,4
2803,2023-12-13,Standard Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Furniture,Furnishings,FUR-FU-10000629,30,40,3,4
2804,2023-06-21,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10003893,10,10,3,2
2805,2023-06-04,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10004239,30,30,6,5
2806,2022-05-07,Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Chairs,FUR-CH-10000553,40,50,2,4
2807,2022-01-13,Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Fasteners,OFF-FA-10004395,10,10,2,2
2808,2022-08-23,Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,OFF-PA-10004782,10,10,2,3
2809,2023-01-22,Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Bookcases,FUR-BO-10002213,600,700,5,4
2810,2022-03-14,Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,FUR-CH-10001854,480,560,2,5
2811,2023-11-21,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,OFF-PA-10000157,160,180,9,4
2812,2022-05-20,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,FUR-FU-10001185,150,190,6,4
2813,2023-10-11,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Tables,FUR-TA-10001520,180,210,3,4
2814,2023-12-02,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,TEC-AC-10004145,910,1000,4,2
2815,2022-04-01,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Tables,FUR-TA-10000688,550,650,3,3
2816,2022-01-24,Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Office Supplies,Binders,OFF-BI-10001510,100,110,5,2
2817,2023-01-07,Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,Chairs,FUR-CH-10003817,60,60,1,4
2818,2023-02-13,Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,Furnishings,FUR-FU-10000308,100,120,2,5
2819,2022-04-18,Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,OFF-ST-10003208,880,1090,6,4
2820,2022-04-26,First Class,Consumer,United States,Encinitas,California,92024,West,Office Supplies,Binders,OFF-BI-10003784,10,10,5,2
2821,2022-04-26,First Class,Consumer,United States,Encinitas,California,92024,West,Furniture,Tables,FUR-TA-10003748,290,300,3,3
2822,2023-02-03,Standard Class,Consumer,United States,Anaheim,California,92804,West,Technology,Phones,TEC-PH-10002563,270,300,3,2
2823,2023-03-09,First Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Art,OFF-AR-10000122,10,10,2,2
2824,2023-10-14,First Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,OFF-ST-10000352,40,50,2,3
2825,2022-09-12,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10003270,30,30,8,3
2826,2022-03-12,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,FUR-BO-10003272,240,300,2,4
2827,2022-11-06,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10002982,0,0,2,3
2828,2022-11-10,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,OFF-EN-10001509,0,0,2,5
2829,2023-07-29,First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,OFF-PA-10002421,100,110,6,3
2830,2023-11-20,First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,OFF-ST-10000760,50,60,5,4
2831,2022-01-28,First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,OFF-PA-10002923,70,80,2,5
2832,2022-04-29,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Storage,OFF-ST-10001128,410,440,5,2
2833,2022-08-17,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,TEC-PH-10000673,150,160,3,3
2834,2023-03-17,Second Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Art,OFF-AR-10001547,20,20,7,5
2835,2023-01-14,Second Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Binders,OFF-BI-10001890,10,10,2,3
2836,2023-09-29,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,OFF-AP-10003971,10,10,1,2
2837,2023-02-15,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10000520,20,20,3,5
2838,2023-02-20,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10000977,110,120,5,2
2839,2023-02-03,First Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Machines,TEC-MA-10002178,560,700,2,3
2840,2022-04-27,Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,OFF-ST-10001526,100,120,1,3
2841,2022-08-08,Standard Class,Home Office,United States,Chesapeake,Virginia,23320,South,Furniture,Chairs,FUR-CH-10003379,980,1140,4,3
2842,2023-08-05,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,OFF-PA-10000100,180,230,7,5
2843,2023-04-22,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Storage,OFF-ST-10001809,120,140,2,3
2844,2022-11-19,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,TEC-AC-10000387,40,40,3,2
2845,2023-09-30,Standard Class,Corporate,United States,Woodstock,Illinois,60098,Central,Furniture,Chairs,FUR-CH-10004853,710,850,8,3
2846,2022-06-30,First Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Art,OFF-AR-10001958,50,50,3,5
2847,2022-06-24,Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10003527,680,760,3,3
2848,2022-03-04,Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Furniture,Furnishings,FUR-FU-10003832,60,60,6,5
2849,2022-12-14,Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Binders,OFF-BI-10001359,2390,2690,3,3
2850,2022-07-02,Standard Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,OFF-BI-10002976,10,10,6,2
2851,2023-08-17,First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,OFF-ST-10000736,50,60,1,4
2852,2023-01-26,Standard Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10001745,30,30,4,5
2853,2022-06-27,Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,FUR-FU-10000409,10,10,1,5
2854,2022-12-23,Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,FUR-FU-10000221,20,20,4,3
2855,2022-07-14,Same Day,Corporate,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,OFF-ST-10000344,40,40,3,2
2856,2023-12-08,Standard Class,Consumer,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Labels,OFF-LA-10003663,20,20,7,4
2857,2022-03-03,First Class,Corporate,United States,San Diego,California,92037,West,Furniture,Chairs,FUR-CH-10001215,1490,1600,4,3
2858,2023-07-11,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Chairs,FUR-CH-10000988,180,230,2,3
2859,2023-09-21,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Accessories,TEC-AC-10003441,60,70,4,3
2860,2023-05-29,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Phones,TEC-PH-10004389,310,380,3,3
2861,2023-02-24,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Bookcases,FUR-BO-10004695,1340,1630,9,5
2862,2022-08-16,Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,OFF-PA-10000100,240,290,7,3
2863,2022-09-02,Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Paper,OFF-PA-10000223,20,20,4,2
2864,2023-10-03,Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10001325,30,30,3,5
2865,2022-01-03,Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,OFF-AP-10004249,70,80,7,4
2866,2023-05-27,Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10000588,50,60,3,4
2867,2022-02-10,Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,OFF-SU-10000946,20,30,4,2
2868,2023-05-19,Second Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Supplies,OFF-SU-10001225,10,10,5,4
2869,2023-05-31,Second Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Storage,OFF-ST-10001558,40,40,3,5
2870,2023-04-29,Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,FUR-FU-10001546,20,20,2,5
2871,2023-10-05,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,OFF-PA-10002581,60,70,3,5
2872,2023-03-26,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Chairs,FUR-CH-10001482,270,310,3,3
2873,2022-09-15,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,OFF-AR-10002399,0,0,1,3
2874,2023-07-17,Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,OFF-ST-10001963,750,810,8,2
2875,2023-04-18,First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,OFF-FA-10002988,10,10,3,4
2876,2022-02-16,Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,FUR-CH-10004289,120,150,2,2
2877,2022-05-15,Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,FUR-CH-10000785,920,1010,7,5
2878,2023-08-31,Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Envelopes,OFF-EN-10003040,50,50,2,4
2879,2022-12-15,Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Art,OFF-AR-10001573,0,0,2,5
2880,2023-09-11,Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Technology,Accessories,TEC-AC-10000844,210,250,3,5
2881,2023-06-28,Second Class,Home Office,United States,Orange,New Jersey,7050,East,Office Supplies,Binders,OFF-BI-10000756,30,30,6,2
2882,2022-11-06,Second Class,Home Office,United States,Orange,New Jersey,7050,East,Office Supplies,Supplies,OFF-SU-10000381,30,30,3,5
2883,2022-07-12,Standard Class,Consumer,United States,Woodstock,Illinois,60098,Central,Office Supplies,Binders,OFF-BI-10004094,10,10,5,5
2884,2023-01-19,Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,FUR-FU-10001852,10,10,4,5
2885,2023-06-24,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10000014,20,20,2,4
2886,2023-09-12,Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Furniture,Chairs,FUR-CH-10003396,290,310,5,5
2887,2022-09-17,First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,OFF-AR-10003811,10,10,3,2
2888,2023-02-01,First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10003172,10,10,2,2
2889,2023-07-12,First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10000289,20,30,5,5
2890,2023-01-08,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10000791,20,20,5,5
2891,2022-08-26,Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South,Furniture,Chairs,FUR-CH-10002304,40,50,2,2
2892,2023-07-08,Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South,Office Supplies,Binders,OFF-BI-10000136,20,20,3,2
2893,2022-05-31,Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,OFF-PA-10003739,10,10,2,5
2894,2023-03-31,Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,OFF-PA-10002479,30,30,5,4
2895,2022-02-14,Standard Class,Corporate,United States,Rochester,New York,14609,East,Furniture,Furnishings,FUR-FU-10000771,60,70,11,5
2896,2022-09-11,Standard Class,Corporate,United States,Rochester,New York,14609,East,Technology,Phones,TEC-PH-10001552,40,40,3,2
2897,2022-02-03,Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Art,OFF-AR-10001915,50,50,5,4
2898,2022-07-02,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Technology,Copiers,TEC-CO-10000971,890,960,4,2
2899,2022-02-24,Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Chairs,FUR-CH-10004086,330,410,2,5
2900,2022-07-27,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Copiers,TEC-CO-10000971,410,480,2,2
